Year,LogSalePrice,SqftLot,SqftAbove,SqftBasement,SqftLawn,Floors,Bedrooms,Bathrooms,Kitchens,Condition,Grade,OnlineGrade,YearsSince1900Built
2015,13.30264953,12160,1520,1520,4963,1,4,2.25,0,4,7,7.8,63
2014,12.97895479,16200,2075,0,1634,2,3,2.5,1,3,8,7.5,102
2015,12.74548573,9920,700,410,2984,1,2,1,0,5,6,8.3,42
2014,11.88448902,8125,800,0,1485,1,2,1,0,3,6,6.7,64
2015,12.58440634,21727,680,0,8371,1,1,1,0,3,5,6.3,52
2015,13.3046016,7910,1680,0,1686,1,3,1,0,3,7,7.1,49
2014,14.37455475,22710,3910,0,7287,1.5,4,2.5,1,3,8,7.6,8
2015,13.67624849,11000,1560,1220,5091,1,4,1.75,0,3,9,7.9,64
2015,12.6854076,9083,2000,0,3239,2,4,2.75,1,4,7,7.7,92
2014,13.49668176,9703,3150,0,1934,2,4,3,1,3,9,7.6,101
2014,12.01974307,17332,1120,0,5291,1,1,1,0,3,7,7,88
2015,13.01700286,12204,1270,470,2227,1,4,1.75,0,3,7,7,61
2014,12.89921983,23100,1510,1460,3664,1,3,2.5,0,3,7,7.1,67
2015,13.30301688,23100,1510,1460,6052,1,3,2.5,0,3,7,6.9,67
2014,12.01370075,19200,1150,0,7111,1,3,1,0,4,5,7.1,8
2014,12.34147728,7408,830,360,267,1,2,1,0,3,6,6.6,41
2014,12.62806706,7500,900,0,2567,1,1,1,0,3,5,6.3,46
2014,13.74293987,4446,2450,500,2304,2,3,3.25,1,3,9,7.9,101
2014,13.20302128,15985,1540,450,2292,1,3,2.5,0,3,8,7.5,64
2014,12.27373129,9147,1020,0,1743,1,3,1,0,4,6,7.5,0
2014,13.48422485,7200,2070,0,5083,2,3,2.5,1,3,8,7.2,101
2014,12.7628272,1002,1430,0,1002,3,3,2.5,2,3,8,7.2,102
2015,12.62806706,8000,2030,0,3672,2,3,2.5,1,3,7,6.8,97
2014,13.11835536,2640,1620,0,2640,2,3,2.5,1,4,7,8,0
2014,13.5923045,196817,4220,0,62150,2,4,3.5,1,3,10,8,93
2015,13.51034317,7800,2300,0,0,2,3,2.5,1,3,9,8,97
2014,13.66468767,10005,3830,0,4344,2,4,3.25,1,3,10,8.3,101
2014,12.73655383,34041,1840,550,11062,1,3,2.5,0,3,8,7.3,84
2014,12.42520818,7673,940,500,1898,1,3,2.25,0,3,7,7,82
2015,12.82125828,5525,910,0,2494,1,2,1,0,2,6,6,10
2014,13.49392693,12262,1550,0,2598,1,3,2,0,4,7,8,64
2014,13.17874371,91476,1580,800,27922,1,5,2.5,0,4,8,8.4,76
2015,12.64432758,8100,1310,750,0,1,4,2.75,0,4,7,7.8,88
2014,12.66032792,9163,1880,0,5573,2,4,2.25,1,3,8,6.8,81
2014,14.07787482,4160,2480,990,0,2,4,2.5,1,3,9,7.8,27
2014,12.98310131,12744,2360,0,7669,2,3,2,1,5,7,8.8,64
2014,12.76568843,10800,1300,670,1260,1,3,1.75,0,4,7,7.9,79
2014,12.3883942,7800,1040,0,1288,1,3,1,0,3,7,7,48
2015,12.92391244,3750,1420,0,0,2,3,2.25,1,3,7,7,87
2014,12.97154049,5249,2290,0,260,2,4,2.75,1,3,7,7.1,103
2014,13.00807423,8375,1020,510,0,1,4,2.5,0,3,7,7.1,74
2014,12.3883942,9760,1360,0,2734,1.5,3,1.5,1,5,7,9,84
2015,13.29631668,35736,2320,1360,10996,1.5,4,3,1,4,8,8.2,70
2015,12.27909074,4770,920,0,897,1,3,1,0,4,6,7.4,69
2014,12.67592001,5824,1070,0,2082,1,2,1,0,5,7,8.8,49
2014,12.86099861,9912,1590,0,3187,2,3,2,1,3,8,7.2,100
2015,12.54254488,6700,1600,0,515,2,3,2.5,1,3,8,7.2,91
2015,12.89909482,7300,1040,470,735,1,3,2.5,0,3,7,6.9,74
2014,11.79433792,10500,1080,0,2801,1,3,1,0,3,7,7,67
2015,12.89909482,2856,930,400,548,1,2,0.75,0,4,7,7.9,16
2014,12.5776362,6800,850,0,3334,1,2,1,0,3,7,6.9,48
2015,13.66468767,8592,1290,670,1700,1,5,2.25,0,4,8,8.3,58
2014,14.94691267,15682,5330,1650,3080,3,6,4.25,2,4,12,9.8,99
2014,12.40901349,7200,1400,130,0,1.5,4,1,1,3,7,6.9,48
2014,12.44901882,7980,1320,0,6258,1,3,1.5,0,3,7,6.8,56
2014,12.64432758,7200,2320,0,2582,2,4,3,1,3,7,6.9,76
2014,12.60819885,8100,960,0,1186,1,3,1,0,3,7,6.8,55
2014,13.26212532,5508,2040,0,0,2,4,2.5,1,4,8,8.2,96
2014,12.55672952,8214,1080,0,4279,1,3,1,0,3,7,6.7,44
2015,13.64115717,4800,1090,930,0,1,3,1.75,0,4,8,8.3,26
2014,13.0003607,7567,1290,490,1299,1,3,1.75,0,3,7,7,80
2014,13.23569206,7028,1140,0,2682,1,3,1,0,3,8,7.2,31
2014,13.09190417,4160,1010,600,0,1,3,2,0,4,7,7.8,17
2015,13.06579303,8536,1440,0,1784,1,4,1.75,0,4,7,8,61
2014,14.29174474,25807,4270,0,7284,2,4,2.75,1,3,11,8.4,96
2014,13.60231734,4600,2860,600,0,2,8,3.75,1,3,7,7,87
2014,12.89420728,16001,1890,0,3427,1.5,3,1.75,1,4,7,7.7,50
2015,12.7367009,6000,2240,0,1103,2,3,2.5,1,3,8,7.3,103
2015,12.84792653,4000,760,0,1076,1.5,2,1,1,3,6,6.7,10
2014,12.36734079,6173,780,240,231,1,3,1,0,3,6,6.6,48
2014,12.89921983,9900,1330,0,58,1,3,1.5,0,3,7,7,56
2014,13.27422573,12335,1590,1190,5107,1,5,2.5,0,4,8,8.2,68
2014,12.25008953,6120,1070,0,0,1,2,1,0,3,6,6.8,62
2015,12.72188581,7700,1670,990,3783,1.5,5,3,1,4,7,7.8,62
2014,12.56357225,7120,710,0,1831,1,2,1,0,5,6,8.8,42
2014,13.3770056,52476,3340,0,16368,2,5,2.25,1,4,8,8.1,75
2014,12.65075847,7500,1160,0,579,1.5,2,1,1,4,7,7.7,16
2014,13.40453027,59677,1580,1260,20780,1,3,2.25,0,3,7,6.9,67
2014,13.00346722,36000,2000,0,9011,1,3,1.75,0,3,6,6.8,46
2014,12.66032792,5750,1060,0,5347,1,3,2,0,3,7,7,81
2015,12.61884433,10396,1730,0,3368,1,4,1.5,0,3,7,6.7,64
2015,13.55414579,2658,2190,0,0,2,3,2.5,1,4,9,8.6,79
2015,12.83454796,8160,1660,0,4104,1,4,1.75,0,3,8,7.3,74
2014,12.70684793,7557,2210,0,0,2,3,2.5,1,3,9,7.3,89
2014,12.34583459,7020,570,300,2464,1,2,1,0,4,6,7.3,42
2015,13.78195377,7250,3100,0,6670,2,4,2.5,1,3,9,7.7,110
2014,13.19282184,3515,1470,250,0,2,4,2.5,1,3,8,7.3,100
2014,12.66032792,4240,2090,1030,2198,2,6,4,1,4,7,7.8,93
2014,13.34710565,4240,860,180,0,1,3,1,0,4,7,8.1,24
2014,12.71892322,9305,1650,0,3456,1,4,2,0,4,6,7.3,60
2015,12.9692122,5000,1010,0,0,1,2,1,0,2,7,6,24
2015,13.61461762,44431,4020,0,9234,2,4,2.5,1,3,10,8.1,87
2014,12.69465266,6342,2166,0,4558,2,5,2.75,1,3,8,7.2,113
2014,12.64432758,5000,1100,780,1917,1,5,3,0,3,7,6.9,97
2015,13.17115354,7680,1130,1130,609,1,4,2,0,4,7,8.2,47
2015,12.76568843,4400,2010,0,891,1.5,3,2.25,1,3,7,7.1,86
2015,13.74937076,8897,3330,0,3564,2,4,2.5,1,3,10,8.1,101
2014,12.32829028,7200,1030,490,2625,1,3,1,0,3,7,6.7,54
2015,14.03865411,4798,2700,810,0,2,5,3.5,1,3,10,8.2,108
2014,12.96687847,507038,1580,0,167722,1,3,1.75,0,4,7,8,85
2014,12.70664185,5040,1100,360,1191,1,3,1.5,0,3,7,7.1,71
2015,13.19747085,5040,1100,360,3879,1,3,1.5,0,3,7,7.1,71
2015,12.52452638,7700,1650,0,2293,1,3,1.75,0,4,8,8,77
2014,13.28787782,35010,2660,0,8874,2,4,2.5,1,3,9,7.6,93
2015,13.56961002,24604,3510,0,8463,2,4,2.5,1,3,10,7.9,97
2014,13.26212532,9603,2120,0,2458,2,4,2.5,1,3,8,7.4,85
2015,13.1402033,9315,1780,0,940,2,3,2.25,1,3,7,7.1,96
2014,12.5776362,13300,1200,800,1356,1,4,2.5,0,4,7,7.9,68
2014,12.62885363,9000,1300,0,2648,1,3,1,0,3,7,6.9,56
2014,13.22672339,4976,1680,500,1967,1.5,3,2,1,4,8,8.2,30
2014,12.66665705,8228,1390,400,752,1,3,2,0,3,7,6.8,80
2014,12.97154049,5040,1910,0,61,1.5,3,2,1,3,8,7.2,71
2015,13.65299163,4144,900,900,0,1,2,1.5,0,4,7,8.1,62
2014,13.05835805,10659,1660,960,4085,1,3,2.25,0,3,7,6.7,76
2014,12.69832688,8425,1440,0,168,1,2,2,0,4,6,7.5,42
2014,13.635187,12523,1600,1190,2072,2,3,3,1,4,8,8.2,77
2014,12.79385931,13445,2340,0,4932,2,4,2.5,1,3,8,7.2,90
2014,12.82664913,8658,2070,0,1007,2,4,2.5,1,3,8,7.3,99
2015,13.0236474,11484,2160,0,258,1.5,3,1,1,4,7,7.8,68
2014,12.52452638,11317,1090,1000,2473,1,2,1.75,0,5,7,8.5,31
2014,13.07107008,7260,2040,0,4266,2,4,2.5,1,4,7,8.2,63
2015,12.64432758,9720,1400,550,5335,1,4,2.75,0,3,7,7,86
2015,12.06104687,8460,1200,0,3685,1,4,2,0,5,7,8.7,57
2015,12.65555464,94960,2240,0,29147,1,5,3,0,3,6,6.4,85
2014,12.7512997,1489,1360,0,1489,2,3,2.5,1,3,8,7,107
2015,12.98539752,10200,1300,200,127,1,3,1.5,0,3,8,7.2,55
2014,12.40697059,14500,650,650,5789,1,2,1.75,0,3,6,6.7,39
2014,12.23563145,9800,1140,0,1871,1,3,1.75,0,4,7,7.5,68
2015,13.69897674,9158,2930,0,3944,2,4,2.5,1,3,9,7.6,105
2015,12.70669641,8874,2140,0,3588,2,4,2.25,1,3,8,7.3,86
2015,12.4292162,286355,1628,0,90421,1,3,1.75,0,3,7,6.8,96
2014,12.41308681,203861,1990,0,67409,1,3,2,0,3,7,6.8,49
2014,12.99453001,19747,1150,800,7219,1,3,1.75,0,3,7,7.2,79
2014,12.88664104,8117,1460,450,5139,1,4,1.75,0,3,7,7.3,75
2014,12.62806706,5150,820,0,445,1,3,1,0,5,6,8.5,18
2014,11.98292909,8682,1160,310,3238,1,3,2.25,0,3,7,7,85
2015,12.50246666,8682,1160,310,5017,1,3,2.25,0,3,7,6.9,85
2014,12.04060821,10023,1060,0,3287,1,3,1,0,3,6,6.3,62
2014,13.44517125,8920,3130,0,0,2,4,2.75,1,3,8,7.2,114
2014,12.4112966,9693,1260,0,5715,1,2,1.5,0,3,7,7,57
2015,12.7512997,13498,2200,0,4006,2,4,2.75,1,3,8,7.1,87
2014,12.85579027,19607,1290,1290,6180,1,4,1.75,0,4,8,8.4,58
2014,12.87004845,944,1050,300,318,2,3,2.25,1,3,8,7.4,107
2014,12.4292162,8548,1350,0,4232,1,3,1.75,0,3,7,7.1,85
2015,13.029151,19000,1650,640,8184,1,3,1.75,0,4,9,8.9,73
2014,13.41801362,8573,1220,0,2235,1,3,1,0,4,7,8.1,54
2014,13.21767356,128502,1500,1250,38164,1,4,1.5,0,2,7,6.2,58
2015,13.0960194,12632,1430,0,4002,1,3,1.75,0,3,7,6.9,59
2014,12.58236638,6233,2220,0,1529,2,4,2.5,1,3,7,6.6,101
2015,12.32385568,15850,1490,0,3406,1,3,1,0,3,7,6.9,46
2014,13.16148793,10200,2440,0,1126,2,5,3.5,1,4,7,8,74
2014,12.4292162,8400,2070,0,1978,2,3,2.5,1,4,8,8.3,90
2014,13.32929624,2400,1500,0,1632,1.5,3,1,1,5,7,8.9,0
2015,13.30385125,10260,2020,0,3455,2,4,2.25,1,4,7,8,84
2014,13.34550693,13660,2190,0,3479,1,4,1.5,0,3,8,7.2,52
2015,12.42319812,10064,780,0,612,1,2,1,0,4,7,7.8,58
2014,13.06038159,4200,1090,130,1482,1,5,2,0,4,6,7.9,21
2015,13.17115354,10956,1840,0,5072,1,3,1.5,0,4,8,8.2,70
2014,13.57661865,6928,1810,580,1415,2,2,2.5,1,4,8,8.4,49
2015,13.09190417,15935,2130,1580,712,1,4,2.5,0,3,10,7.9,105
2015,12.64432758,5379,750,0,2229,1,2,1,0,3,6,6.4,19
2014,12.54254488,7919,1110,1000,4283,1,5,2,0,3,7,7,66
2015,12.20607265,42966,1020,0,11030,1.5,4,1,1,4,6,7.4,22
2014,13.10216067,7363,3080,0,0,2,3,2.5,1,3,9,7.7,106
2014,11.8913619,4770,900,0,1175,1,3,1,0,3,6,6.5,69
2014,13.12236338,25474,2090,1630,8526,2,5,3,1,3,9,7.6,86
2014,12.39875699,7380,940,0,1265,1,3,1,0,3,6,6.8,59
2014,12.6914266,7288,1040,0,3083,1,3,1,0,3,7,6.9,59
2015,12.35233515,7615,1000,0,5172,1,2,1,0,4,6,7.4,43
2014,12.61153775,9827,2080,0,6142,2,3,2.5,1,3,8,7.5,89
2014,13.20854107,50595,2500,0,15223,2,4,2.5,1,3,9,7.6,97
2015,12.76568843,8583,1050,0,4598,1,3,1,0,5,6,8.6,55
2014,13.05429865,8645,1190,430,0,1,3,1.75,0,3,7,6.8,73
2015,12.10071213,8500,1610,0,1787,1.5,3,1,1,3,7,7,59
2014,13.52649426,5000,2130,0,710,2,4,1.5,1,4,8,8.2,20
2014,12.40901349,11593,1460,0,3894,2,3,2.5,1,3,7,6.8,89
2014,12.46843691,7350,1600,0,1104,1,5,1,0,5,7,8.7,62
2014,13.10216067,2940,1730,0,0,3,3,3,2,3,7,7.1,85
2014,13.24458101,4602,2280,0,873,2,4,2.5,1,3,8,7.2,103
2014,12.70684793,7490,2430,0,2380,2,4,2.25,1,3,8,7.1,83
2014,12.59473064,7575,1380,0,3968,1,3,1,0,4,7,7.6,63
2014,13.49392693,6000,1790,0,0,1.5,3,1.5,1,4,7,8.1,3
2014,13.94214321,10602,3370,0,6318,2,4,2.5,1,3,10,7.7,99
2014,13.42984808,6300,1710,1210,1864,1,3,2.25,0,3,8,7.5,56
2014,13.10216067,9300,1090,1090,4309,1,2,1,0,4,7,8.2,47
2015,13.36138028,6985,1200,280,364,1.5,3,1.75,1,4,7,7.9,26
2015,13.52782849,715690,2350,0,238037,1.5,3,2.5,1,4,9,8.8,79
2014,12.70684793,8098,2440,0,2483,2,4,2.25,1,3,8,7,83
2015,12.50617724,1189,1080,270,29,2,3,2.5,1,3,7,6.9,107
2014,12.7367009,3716,1970,0,378,2,3,2.25,1,3,7,7.1,97
2015,12.93181286,3960,1110,0,0,1,3,0.75,0,3,7,6.7,51
2015,13.30468493,5803,2950,0,192,2,4,2.75,1,3,9,7.9,107
2015,13.49652769,7261,2970,0,0,2,5,3,1,3,9,7.9,99
2014,12.56024446,6400,720,0,3319,1,2,1,0,4,6,7.8,43
2015,12.80765263,5680,770,0,4318,1,2,1,0,4,6,7.8,29
2015,12.59473064,7200,1650,0,0,1,4,2,0,3,7,6.9,64
2015,13.03898177,7350,1170,450,1105,1,3,2.25,0,3,7,7.1,69
2014,12.34583459,10588,1510,0,0,1.5,3,1.5,1,3,7,6.9,47
2014,12.72783821,6109,1070,0,2798,1,3,1,0,5,7,8.8,51
2014,12.61153775,6300,1010,0,5639,1,3,1,0,3,7,7,57
2015,14.64841968,8402,2240,1130,1907,1,4,2.5,0,5,10,9.9,62
2014,12.79385931,5500,2000,0,1061,2,4,2.5,1,3,8,7.2,103
2015,13.27936713,10839,2060,0,1272,2,3,2.5,1,3,8,7.4,87
2014,12.11560074,6650,1240,500,3103,1,3,2.25,0,3,7,6.4,78
2015,12.62806706,6650,1240,500,1490,1,3,2.25,0,3,7,7,78
2014,12.64416627,7838,1880,0,3156,2,3,2.5,1,3,7,6.9,94
2015,13.21767356,12527,960,0,2831,1,3,1,0,3,7,7.2,72
2014,13.62313867,26413,2670,610,7445,1,3,2.5,0,3,11,8.2,85
2014,13.81400943,4400,1570,0,2008,1.5,2,1,1,4,8,8.1,14
2014,13.3762301,5342,2990,0,3684,2,4,2.5,1,3,8,7.5,104
2015,12.67607627,8636,1250,0,6529,1,3,2,0,5,7,9,68
2014,12.49481665,4803,1920,0,1448,2,3,2.5,1,3,7,6.8,105
2014,13.35838367,33305,2470,0,6521,2,4,2.5,1,3,9,7.8,93
2014,12.88664104,6700,960,0,3480,1,2,1,0,3,7,6.9,51
2015,12.46554813,5904,940,0,3285,1,3,1,0,3,6,6.9,47
2014,12.61153775,5000,1260,0,1441,1,3,1,0,4,6,7.5,68
2015,12.93120287,139392,2280,0,44432,1,3,1.75,0,3,8,7.4,77
2014,12.98310131,8491,1240,500,810,1,3,2.25,0,3,8,7.5,58
2014,13.12236338,15000,1690,940,6843,1,4,2.75,0,4,7,8.1,76
2014,12.90420737,5481,1430,1000,5278,1,4,1.75,0,3,8,7.2,53
2015,13.56409612,251460,2260,0,81917,1.5,3,2.5,1,3,10,8.3,95
2015,13.27078338,5000,1220,0,2087,1,2,1.5,0,4,7,7.8,38
2014,13.25339164,40392,1390,1190,15739,1,3,1.75,0,3,9,7.7,86
2014,12.0722555,6000,730,0,0,1,2,1,0,3,6,6.3,50
2014,12.61153775,3001,760,0,2328,1,2,1,0,3,6,6.5,13
2014,12.98310131,6988,1600,140,0,1,3,1.5,0,3,7,7,50
2014,13.64115717,8405,3420,0,389,2,4,2.5,1,3,10,8.2,100
2014,13.05835805,7543,1140,1100,1342,1,5,2.5,0,3,7,7.1,66
2014,13.67624849,3600,1920,0,2345,2,4,1.75,1,4,8,8.2,7
2014,13.18439877,7029,1430,590,0,1,4,1.75,0,4,7,7.9,79
2015,13.0280527,11400,1280,600,3346,1,4,1.5,0,3,7,7.4,55
2014,12.21106019,25277,1010,0,7886,1,3,1,0,5,5,8,61
2014,13.383188,13087,2400,1590,3562,2,5,3.25,1,3,9,7.6,91
2015,13.00695253,6670,720,670,2248,1,2,1.75,0,3,6,6.8,41
2014,13.07107008,11502,1230,0,3165,1,3,2,0,4,7,8,84
2015,13.28787782,29013,2940,0,10829,2,4,2.5,1,3,10,7.9,92
2015,13.24458101,8296,2190,0,0,2,4,1.5,1,3,7,7,35
2014,11.60823564,10280,640,0,0,1,1,1,0,2,5,5.1,20
2014,12.8346813,7740,1130,540,2808,1,3,2.5,0,3,7,7,74
2014,12.44901882,8528,1240,0,2647,1,3,1.5,0,4,7,8,67
2015,12.66032792,14800,1760,90,7201,1.5,5,1.75,1,3,6,6.6,37
2014,13.11554015,8400,1350,670,2763,1,4,2.25,0,4,8,8.1,61
2014,12.84792653,4800,1020,0,0,1,3,1,0,3,7,6.9,44
2014,12.73360788,22496,1610,0,6290,1,3,1.75,0,4,7,7.8,74
2014,13.20394336,42500,1530,1200,14039,1,5,3.5,0,3,8,7.3,89
2014,13.5130532,5000,1620,1220,0,1,5,2.5,0,4,7,8.2,13
2014,13.21585372,3060,1290,0,1235,2,4,1.75,1,4,7,8,6
2014,12.43718437,7881,1190,480,2066,1,3,2.25,0,4,7,8,77
2014,14.34548565,15246,2940,920,3875,2,4,4.5,1,3,11,8.4,104
2014,13.50762578,5100,1450,1010,0,1.5,4,1.75,1,5,7,8.8,9
2014,12.50617724,8063,1660,0,2744,1,4,2.5,0,4,7,7.7,78
2015,14.62644077,8700,2890,530,0,1,3,2.5,0,3,9,7.7,51
2014,11.9511804,43056,1010,0,15105,1.5,2,1,1,3,5,5.9,90
2015,13.05835805,5624,1520,720,3782,1,4,2.5,0,3,7,6.8,61
2015,12.62806706,5250,2340,0,0,2,4,2.25,1,5,7,9,65
2014,13.42246797,4500,960,960,78,1,3,1.75,0,5,7,8.9,24
2014,13.74401456,6600,1560,900,3534,1.5,3,2.5,1,4,8,8.4,29
2015,12.86099861,11398,1470,0,5191,1,3,1,0,3,8,7.5,50
2015,13.61094339,12442,3400,0,2410,2,3,2.5,1,3,9,8.1,101
2015,13.1825173,8390,1910,0,3132,1,3,2.25,0,3,7,7,79
2015,12.86488715,3600,700,700,0,1,4,1,0,4,6,7.6,1
2014,13.07229039,11085,1520,0,1087,1,3,1.75,0,3,8,7.5,83
2014,12.78828827,5077,930,0,2918,1,2,1,0,3,6,6.6,39
2014,13.42616483,4730,1810,530,889,2,5,1,1,3,8,7.6,18
2014,13.67452286,3942,2920,0,949,3,3,2.5,2,3,10,8.3,108
2015,13.30365107,7350,1270,0,1815,1,3,1.75,0,4,7,8.2,67
2014,13.47583319,11960,2450,0,1908,1,4,2.25,0,3,10,7.8,79
2015,12.76568843,7620,1180,200,0,1,5,1.75,0,3,7,7.1,55
2014,13.68197917,6000,1400,1120,1706,1,4,2,0,3,8,7.4,21
2015,12.80765263,7350,2290,0,4042,2,3,2.25,1,3,8,7.2,88
2014,13.02143746,6150,850,810,2037,1,4,2,0,3,6,6.7,45
2015,13.72667934,9750,1400,1400,4026,1,3,2.75,0,5,7,9,57
2015,13.0867362,3068,1690,0,1770,2,3,2.5,1,3,7,7.1,105
2014,12.95984445,7200,1180,0,4346,1.5,3,1,1,4,7,7.7,49
2014,13.03898177,4160,790,600,3977,1,2,1.75,0,5,6,8.4,16
2014,13.40990044,7400,1620,700,3539,1.5,4,2,1,5,7,8.9,13
2014,12.87390202,32112,1740,530,13658,1,3,2.25,0,4,8,8.1,80
2014,13.38472764,8215,1500,1140,2846,1,4,1.75,0,4,7,7.8,66
2014,12.62806706,8487,1680,0,1143,1,3,2,0,3,7,6.7,93
2014,12.4292162,8100,990,0,0,1,3,1,0,3,6,6.7,49
2015,12.99179901,4432,2770,0,4432,2,4,2.5,1,3,9,7.4,104
2014,12.5776362,5650,950,0,2525,1,2,1,0,5,6,8.5,43
2015,12.6914266,4800,1290,870,0,2,4,2,1,4,7,7.9,29
2014,13.0236474,1838,1270,380,0,2,3,2.5,1,4,7,7.8,91
2014,13.22852357,4005,1160,640,1778,1.5,3,1,1,4,7,7.9,29
2014,12.66032792,11135,1660,0,2757,1,3,2,0,3,8,7.3,71
2014,13.00769299,5449,1870,0,810,2,3,2.5,1,3,8,7.4,103
2014,14.04662228,3960,2760,460,1634,2,3,3.5,1,3,10,8.3,91
2014,12.56793412,19966,1090,760,3270,1,3,3,0,4,7,7.8,92
2014,13.17115354,6360,1290,290,2308,1.5,4,1.5,1,3,7,7.1,45
2014,13.94214321,17621,3160,1430,5657,2,4,4.25,1,3,10,8.1,103
2014,12.85055465,18246,1510,1190,5542,1,3,1.75,0,4,7,7.9,67
2014,12.79385931,7020,1020,0,1105,1.5,3,1.75,1,4,7,7.6,53
2015,13.33586055,2932,2950,0,2708,3,5,3.5,2,3,8,7.3,104
2015,13.19002203,224769,1780,0,77760,1,2,1.75,0,4,8,8.5,76
2014,12.90420737,5100,710,0,0,1,2,1,0,5,7,9,5
2014,13.30468493,70407,2710,1590,21772,2,4,3.5,1,3,10,7.6,92
2014,13.21758264,8690,1430,650,296,1,3,2.5,0,3,8,7.5,74
2014,12.61153775,7440,1180,1180,0,1,4,2,0,3,7,7.1,55
2015,12.79385931,9870,2210,0,4524,2,6,2,1,4,7,7.9,69
2014,12.9456262,8521,2550,1790,0,2,7,3.25,1,3,7,6.8,86
2015,13.142166,1012,1320,0,1012,3,3,3,2,3,8,7.5,109
2014,12.67592001,9907,1980,0,3384,2,3,2.5,1,3,8,7.4,91
2014,13.981025,94089,3960,0,30439,2,5,5,1,3,10,8.2,98
2014,12.85055465,6003,2130,0,42,2,4,2.5,1,3,8,7.5,103
2015,12.45644218,3951,1720,0,2916,2,3,2.5,1,3,7,6.7,92
2015,12.75419405,30456,1350,440,12768,1,5,1,0,4,7,7.8,64
2014,13.04979268,1222,1340,50,0,3,2,2.25,2,3,7,7.1,109
2015,13.20854107,9975,1500,400,3588,1,3,2,0,3,8,7.4,73
2014,13.15386204,3090,910,730,0,1,2,1.75,0,4,7,7.9,25
2014,13.21767356,5100,1440,1260,344,1,4,2.5,0,4,8,8,68
2015,12.73655383,7150,2200,0,822,2,4,2.25,1,4,7,7.8,90
2015,12.9408415,8514,1310,0,2378,1,3,1,0,4,7,7.8,53
2015,13.71679459,5000,1480,1000,2364,1,4,2.5,0,3,8,7.2,51
2014,13.79530785,9800,3010,0,3755,2,4,2.25,1,4,9,8.9,73
2015,13.22672339,5079,2450,0,0,2,4,2.5,1,3,9,7.9,101
2014,13.05622357,7029,1250,0,229,1,2,1.75,0,4,7,8,86
2014,12.84264947,117176,1390,1220,38018,1,3,1.75,0,3,7,6.9,81
2014,12.97154049,16020,2010,0,4315,1.5,4,2.5,1,5,8,9,62
2014,13.50093679,14300,3120,0,1528,2,4,2.5,1,3,9,7.6,103
2014,12.29682701,7944,1370,0,0,1.5,4,1.5,1,3,7,6.9,61
2014,13.25339164,11953,2420,0,5124,1,3,2.5,0,3,9,7.9,90
2014,12.47800636,7036,1060,440,3246,1,4,2.75,0,3,7,6.5,79
2014,13.17115354,9216,2630,0,3433,2,5,2.5,1,3,8,7.4,103
2015,13.16158409,3880,950,0,3880,1,2,1,0,4,6,7.8,19
2014,12.94180027,12285,2680,0,6607,1,3,3,0,4,8,8.1,70
2014,13.57725337,5759,2840,840,1161,2,4,3.25,1,3,9,7.7,103
2014,12.67607627,7400,1270,0,1044,1,3,1,0,4,7,8,56
2014,13.76421726,5000,2330,0,0,1.5,6,1,1,4,7,7.9,20
2014,12.44901882,8100,960,0,3020,1,3,1,0,3,7,6.9,55
2014,12.46843691,6671,1990,0,200,2,4,2.5,1,3,7,6.6,89
2015,12.88410619,7930,1150,300,2467,1,3,1,0,4,6,7.9,23
2014,13.26212532,27441,2280,0,7873,2,4,2.5,1,3,8,7.1,96
2015,14.03865411,7200,1750,80,0,2,4,2.25,1,3,8,7.7,23
2014,12.86099861,7800,1260,390,4316,1,3,2.25,0,3,7,7,69
2014,13.03024809,193406,1700,1020,60772,1,5,2.75,0,4,7,7.8,68
2015,13.36452493,5000,1110,600,0,1,4,2.5,0,3,8,7.4,79
2014,13.09190417,9900,1050,370,4081,1,5,1.5,0,3,7,7,64
2014,12.66120055,8040,960,480,4719,1,3,1.75,0,3,7,6.9,51
2014,12.43916653,8710,1280,0,3592,1,2,1.5,0,3,7,6.9,67
2015,12.3883942,24319,1320,0,6981,1,2,1,0,3,7,7.1,66
2014,13.57978822,12760,1760,800,5157,1,4,2.5,0,4,7,8.1,49
2014,12.64432758,7830,1480,0,0,1,3,1,0,3,7,6.9,52
2014,14.03865411,20240,2960,0,5611,2,4,2.5,1,4,10,8.9,85
2015,12.95984445,5038,740,420,0,1,2,1,0,5,7,9,42
2014,13.21403057,4099,2110,0,2328,2,3,2.5,1,3,8,7.3,101
2014,12.84761069,14054,1130,520,4925,1,3,2.5,0,4,7,8,86
2014,13.18063229,9906,1950,0,1708,2,3,2.5,1,3,8,7.2,88
2015,13.45166712,220300,2120,480,72653,1.5,3,2.25,1,5,8,9.1,77
2014,12.98310131,4000,1270,0,533,1.5,3,1,1,3,7,6.9,28
2014,13.19932442,62290,1300,0,18755,1,3,1.75,0,3,7,6.9,83
2014,12.95984445,10209,1290,500,3010,1,3,2.25,0,3,7,6.8,67
2014,13.10216067,7266,1930,0,2099,2,3,2.5,1,3,8,7,105
2014,12.30138283,6000,1200,0,728,1.5,4,1,1,3,6,6.5,23
2015,13.19932442,3784,2050,0,0,2,4,2.5,1,3,8,7.4,101
2014,13.41503299,6195,1410,300,219,1,3,1,0,3,7,7.1,46
2014,13.41129467,20423,2130,0,5520,1,3,1.75,0,3,9,8,53
